source_id	source_reference_id	citation_text	outbound_locator	parser
DGM	bib.bib76	M. Klissarov, P. D’Oro, S. Sodhani, R. Raileanu, P. Bacon, P. Vincent, A. Zhang, and M. Henaff (2023) Motif: Intrinsic motivation from artificial intelligence feedback. arXiv preprint arXiv:2310.00166. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib77	M. Klissarov, M. Henaff, R. Raileanu, S. Sodhani, P. Vincent, A. Zhang, P. Bacon, D. Precup, M. C. Machado, and P. D’Oro (2024) MaestroMotif: Skill Design from Artificial Intelligence Feedback. arXiv preprint arXiv:2412.08542. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib175	V. R. Kompella, M. Stollenga, M. Luciw, and J. Schmidhuber (2017) Continual curiosity-driven skill acquisition from high-dimensional video inputs for humanoid robots. Artificial Intelligence 247, pp. 313–335. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib17	R. Lange, T. Schaul, Y. Chen, T. Zahavy, V. Dalibard, C. Lu, S. Singh, and S. Flennerhag (2023) Discovering evolution strategies via meta-black-box optimization. In Proceedings of the Companion Conference on Genetic and Evolutionary Computation, pp. 29–30. Cited by: §2.	#S2.p3.1	arxiv-html:ltx_bibitem
DGM	bib.bib18	R. Lange, Y. Tian, and Y. Tang (2024) Large language models as evolution strategies. In Proceedings of the Genetic and Evolutionary Computation Conference Companion, pp. 579–582. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib149	J. Lee, J. Hwangbo, L. Wellhausen, V. Koltun, and M. Hutter (2020) Learning quadrupedal locomotion over challenging terrain. Science robotics 5 (47), pp. eabc5986. Cited by: §4.3.	#S4.SS3.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib23	J. Lehman, J. Gordon, S. Jain, K. Ndousse, C. Yeh, and K. O. Stanley (2023) Evolution through large models. In Handbook of Evolutionary Machine Learning, pp. 331–366. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib53	J. Lehman and K. O. Stanley (2011) Novelty search and the problem with objectives. Genetic programming theory and practice IX, pp. 37–56. Cited by: Appendix B, §2.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib151	J. Lehman (2023) Machine love. arXiv preprint arXiv:2302.09248. Cited by: §5.	#S5.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib8	P. Lewis, E. Perez, A. Piktus, F. Petroni, V. Karpukhin, N. Goyal, H. Küttler, M. Lewis, W. Yih, T. Rocktäschel, et al. (2020) Retrieval-augmented generation for knowledge-intensive nlp tasks. Advances in neural information processing systems 33, pp. 9459–9474. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib108	J. Li, S. J., and J. Clune (2014) Encouraging creative thinking in robots improves their ability to solve challenging problems. In Proceedings of the Genetic and Evolutionary Computation Conference, pp. 193–200. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib181	Y. Li, J. Parsert, and E. Polgreen (2024) Guiding enumerative program synthesis with large language models. In International Conference on Computer Aided Verification, pp. 280–301. Cited by: Appendix B.	#A2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib6	T. Liang, Z. He, W. Jiao, X. Wang, Y. Wang, R. Wang, Y. Yang, S. Shi, and Z. Tu (2023) Encouraging divergent thinking in large language models through multi-agent debate. arXiv preprint arXiv:2305.19118. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib138	H. Lightman, V. Kosaraju, Y. Burda, H. Edwards, B. Baker, T. Lee, J. Leike, J. Schulman, I. Sutskever, and K. Cobbe (2023) Let’s verify step by step. In The Twelfth International Conference on Learning Representations, Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib79	B. Lim, M. Flageat, and A. Cully (2024) Large language models as in-context ai generators for quality-diversity. In ALIFE 2024: Proceedings of the 2024 Artificial Life Conference, Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib173	S. Linnainmaa (1970) The representation of the cumulative rounding error of an algorithm as a taylor expansion of the local rounding errors. Ph.D. Thesis, Master’s Thesis (in Finnish), Univ. Helsinki. Cited by: §1.	#S1.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib157	F. Liu, X. Tong, M. Yuan, X. Lin, F. Luo, Z. Wang, Z. Lu, and Q. Zhang (2024) Evolution of heuristics: towards efficient automatic algorithm design using large language model. arXiv preprint arXiv:2401.02051. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib100	L. Liu, X. Yang, Y. Shen, B. Hu, Z. Zhang, J. Gu, and G. Zhang (2023) Think-in-memory: Recalling and post-thinking enable llms with long-term memory. arXiv preprint arXiv:2311.08719. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib91	C. Lu, C. Lu, R. T. Lange, J. Foerster, J. Clune, and D. Ha (2024a) The ai scientist: Towards fully automated open-ended scientific discovery. arXiv preprint arXiv:2408.06292. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib15	C. Lu, S. Towers, and J. Foerster (2023) Arbitrary order meta-learning with simple population-based evolution. In Artificial Life Conference Proceedings 35, Vol. 2023, pp. 67. Cited by: §2.	#S2.p3.1	arxiv-html:ltx_bibitem
DGM	bib.bib10	C. Lu, S. Hu, and J. Clune (2024b) Intelligent go-explore: standing on the shoulders of giant foundation models. arXiv preprint arXiv:2405.15143. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib139	C. Lu, S. Hu, and J. Clune (2025) Automated capability discovery via model self-exploration. arXiv preprint arXiv:2502.0757. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib81	Y. J. Ma, W. Liang, G. Wang, D. Huang, O. Bastani, D. Jayaraman, Y. Zhu, L. Fan, and A. Anandkumar (2023) Eureka: Human-level reward design via coding large language models. arXiv preprint arXiv:2310.12931. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib101	A. Madaan, N. Tandon, P. Gupta, S. Hallinan, L. Gao, S. Wiegreffe, U. Alon, N. Dziri, S. Prabhumoye, Y. Yang, et al. (2023) Self-refine: Iterative refinement with self-feedback, 2023. URL https://arxiv. org/abs/2303.17651. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib150	J. Markoff (2016) Machines of loving grace: the quest for common ground between humans and robots. HarperCollins Publishers. Cited by: §5.	#S5.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib194	E. Mayr (1982) The growth of biological thought: diversity, evolution, and inheritance. Harvard University Press. Cited by: Appendix B.	#A2.p3.1	arxiv-html:ltx_bibitem
DGM	bib.bib16	L. Metz, C. D. Freeman, N. Maheswaranathan, and J. Sohl-Dickstein (2021) Training learned optimizers with randomly initialized learned optimizers. arXiv preprint arXiv:2101.07367. Cited by: §2.	#S2.p3.1	arxiv-html:ltx_bibitem
DGM	bib.bib106	A. Modarressi, A. Imani, M. Fayyaz, and H. Schütze (2023) Ret-llm: Towards a general read-write memory for large language models. arXiv preprint arXiv:2305.14322. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib54	J. Mouret and J. Clune (2015) Illuminating search spaces by mapping elites. arXiv preprint arXiv:1504.04909. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib136	N. Muennighoff, Z. Yang, W. Shi, X. L. Li, L. Fei-Fei, H. Hajishirzi, L. Zettlemoyer, P. Liang, E. Candès, and T. Hashimoto (2025) S1: simple test-time scaling. arXiv preprint arXiv:2501.19393. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib85	M. U. Nasir, S. James, and J. Togelius (2024) Word2world: Generating stories and worlds through large language models. arXiv preprint arXiv:2405.06686. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib83	M. U. Nasir and J. Togelius (2023) Practical PCG through large language models. In 2023 IEEE Conference on Games (CoG), pp. 1–4. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib145	A. M. Nguyen, J. Yosinski, and J. Clune (2015) Innovation engines: automated creativity and improved stochastic optimization via deep learning. In Proceedings of the 2015 annual conference on genetic and evolutionary computation, pp. 959–966. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib163	F. Nie, L. Feng, H. Ye, W. Liang, P. Lu, H. Yao, A. Alahi, and J. Zou (2025) Weak-for-strong: training weak meta-agent to harness strong executors. arXiv preprint arXiv:2504.04785. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib166	B. Niu, Y. Song, K. Lian, Y. Shen, Y. Yao, K. Zhang, and T. Liu (2025) Flow: modularized agentic workflow automation. In The Thirteenth International Conference on Learning Representations, Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib158	A. Novikov, N. Vũ, M. Eisenberger, E. Dupont, P. Huang, A. Z. Wagner, S. Shirobokov, B. Kozlovskii, F. J. R. Ruiz, A. Mehrabian, M. P. Kumar, A. See, S. Chaudhuri, G. Holland, A. Davies, S. Nowozin, P. Kohli, and M. Balog (2025) AlphaEvolve: a coding agent for scientific and algorithmic discovery. Technical report Google DeepMind. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib29	OpenAI (2024) Introducing swe-bench verified. Note: https://openai.com/index/introducing-swe-bench-verified/Accessed: 2025-04-16 Cited by: §4.2.	https://openai.com/index/introducing-swe-bench-verified/	arxiv-html:ltx_bibitem
DGM	bib.bib93	OpenAI (2025) OpenAI o3-mini. Note: https://openai.com/index/openai-o3-mini/Accessed: 2025-05-01 Cited by: §4.1.	https://openai.com/index/openai-o3-mini/	arxiv-html:ltx_bibitem
DGM	bib.bib60	P. Oudeyer, F. Kaplan, and V. V. Hafner (2007) Intrinsic motivation systems for autonomous mental development. IEEE transactions on evolutionary computation 11 (2), pp. 265–286. Cited by: Appendix B, §2.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib180	L. Ouyang, J. Wu, X. Jiang, D. Almeida, C. Wainwright, P. Mishkin, C. Zhang, S. Agarwal, K. Slama, A. Ray, et al. (2022) Training language models to follow instructions with human feedback. Advances in neural information processing systems 35, pp. 27730–27744. Cited by: Appendix J.	#A10.p3.1	arxiv-html:ltx_bibitem
DGM	bib.bib38	A. Parikh, O. Täckström, D. Das, and J. Uszkoreit (2016) A Decomposable Attention Model for Natural Language Inference. In Proceedings of the 2016 Conference on Empirical Methods in Natural Language Processing, pp. 2249–2255. Cited by: §1.	#S1.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib87	J. Parker-Holder, P. Ball, J. Bruce, V. Dasagi, K. Holsheimer, C. Kaplanis, A. Moufarek, G. Scully, J. Shar, J. Shi, S. Spencer, J. Yung, M. Dennis, S. Kenjeyev, S. Long, V. Mnih, H. Chan, M. Gazeau, B. Li, F. Pardo, L. Wang, L. Zhang, F. Besse, T. Harley, A. Mitenkova, J. Wang, J. Clune, D. Hassabis, R. Hadsell, A. Bolton, S. Singh, and T. Rocktäschel (2024) Genie 2: a large-scale foundation world model. External Links: Link Cited by: Appendix B.	https://deepmind.google/discover/blog/genie-2-a-large-scale-foundation-world-model/	arxiv-html:ltx_bibitem
DGM	bib.bib62	D. Pathak, P. Agrawal, A. A. Efros, and T. Darrell (2017) Curiosity-driven exploration by self-supervised prediction. In International conference on machine learning, pp. 2778–2787. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib31	Paul Gauthier (2024) O1 tops aider’s new polyglot leaderboard. Note: https://aider.chat/2024/12/21/polyglot.htmlAccessed: 2025-04-16 Cited by: §1, §4.2, §4.	https://aider.chat/2024/12/21/polyglot.html	arxiv-html:ltx_bibitem
DGM	bib.bib185	O. Polozov and S. Gulwani (2015) Flashmeta: a framework for inductive program synthesis. In Proceedings of the 2015 ACM SIGPLAN International Conference on Object-Oriented Programming, Systems, Languages, and Applications, pp. 107–126. Cited by: Appendix B.	#A2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib51	J. K. Pugh, L. B. Soros, and K. O. Stanley (2016) Quality diversity: A new frontier for evolutionary computation. Frontiers in Robotics and AI 3, pp. 40. Cited by: Appendix B, §2.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib95	A. Radford, J. Wu, R. Child, D. Luan, D. Amodei, I. Sutskever, et al. (2019) Language models are unsupervised multitask learners. OpenAI blog 1 (8), pp. 9. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib112	M. Robeyns, M. Szummer, and L. Aitchison (2025) A Self-Improving Coding Agent. arXiv preprint arXiv:2504.15228. Cited by: §A.3, §2, §3.	#A1.SS3.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib90	B. Romera-Paredes, M. Barekatain, A. Novikov, M. Balog, M. P. Kumar, E. Dupont, F. J. Ruiz, J. S. Ellenberg, P. Wang, O. Fawzi, et al. (2024) Mathematical discoveries from program search with large language models. Nature 625 (7995), pp. 468–475. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib133	J. Rosser and J. N. Foerster (2025) AgentBreeder: mitigating the AI safety impact of multi-agent scaffolds via self-improvement. In Scaling Self-Improving Foundation Models without Human Supervision, External Links: Link Cited by: §2, §5.	https://openreview.net/forum?id=j0n3BJJTcT	arxiv-html:ltx_bibitem
DGM	bib.bib35	D. E. Rumelhart, G. E. Hinton, R. J. Williams, et al. (1985) Learning internal representations by error propagation. Institute for Cognitive Science, University of California, San Diego. Cited by: §1.	#S1.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib78	M. Samvelyan, S. C. Raparthy, A. Lupu, E. Hambro, A. Markosyan, M. Bhatt, Y. Mao, M. Jiang, J. Parker-Holder, J. Foerster, et al. (2024) Rainbow teaming: Open-ended generation of diverse adversarial prompts. Advances in Neural Information Processing Systems 37, pp. 69747–69786. Cited by: Appendix J, Appendix B, §4.3.	#A10.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib70	C. Sancaktar, C. Gumbsch, A. Zadaianchuk, P. Kolev, and G. Martius (2025) SENSEI: Semantic Exploration Guided by Foundation Models to Learn Versatile World Models. arXiv preprint arXiv:2503.01584. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib57	T. Schaul, D. Horgan, K. Gregor, and D. Silver (2015) Universal value function approximators. In International conference on machine learning, pp. 1312–1320. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib114	T. Schick, J. Dwivedi-Yu, R. Dessì, R. Raileanu, M. Lomeli, E. Hambro, L. Zettlemoyer, N. Cancedda, and T. Scialom (2023) Toolformer: Language models can teach themselves to use tools. Advances in Neural Information Processing Systems 36, pp. 68539–68551. Cited by: §4.1.	#S4.SS1.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib174	J. Schmidhuber and R. Huber (1990) Learning to generate focus trajectories for attentive vision. Institut für Informatik. Cited by: §1.	#S1.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib14	J. Schmidhuber (1987) Evolutionary principles in self-referential learning, or on learning how to learn: the meta-meta-… hook. Ph.D. Thesis, Technische Universität München. Cited by: §2, §5.	#S2.p3.1	arxiv-html:ltx_bibitem
DGM	bib.bib169	J. Schmidhuber (1993) A ‘self-referential’weight matrix. In International conference on artificial neural networks, pp. 446–450. Cited by: §2.	#S2.p3.1	arxiv-html:ltx_bibitem
DGM	bib.bib22	J. Schmidhuber (2007) Gödel machines: fully self-referential optimal universal self-improvers. In Artificial general intelligence, pp. 199–226. Cited by: §1, §2, §3.	#S1.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib146	J. Schmidhuber (2008) Driven by compression progress: a simple principle explains essential aspects of subjective beauty, novelty, surprise, interestingness, attention, curiosity, creativity, art, science, music, jokes. In Workshop on anticipatory behavior in adaptive learning systems, pp. 48–76. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib147	J. Schmidhuber (2013) Powerplay: training an increasingly general problem solver by continually searching for the simplest still unsolvable problem. Frontiers in psychology 4, pp. 313. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib128	S. Schulhoff, M. Ilie, N. Balepur, K. Kahadze, A. Liu, C. Si, Y. Li, A. Gupta, H. Han, S. Schulhoff, et al. (2024) The prompt report: a systematic survey of prompting techniques. arXiv preprint arXiv:2406.06608. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib117	I. Sheth, J. Wehner, S. Abdelnabi, R. Binkyte, and M. Fritz (2025) Safety is Essential for Responsible Open-Ended Systems. arXiv preprint arXiv:2502.04512. Cited by: §5.	#S5.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib183	K. Shi, H. Dai, W. Li, K. Ellis, and C. Sutton (2023) Lambdabeam: neural program search with higher-order functions and lambdas. Advances in Neural Information Processing Systems 36, pp. 51327–51346. Cited by: Appendix B.	#A2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib2	N. Shinn, F. Cassano, A. Gopinath, K. Narasimhan, and S. Yao (2023) Reflexion: Language agents with verbal reinforcement learning. Advances in Neural Information Processing Systems 36, pp. 8634–8652. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib168	D. Silver, A. Huang, C. J. Maddison, A. Guez, L. Sifre, G. Van Den Driessche, J. Schrittwieser, I. Antonoglou, V. Panneershelvam, M. Lanctot, et al. (2016) Mastering the game of go with deep neural networks and tree search. nature 529 (7587), pp. 484–489. Cited by: §C.2.	#A3.SS2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib110	D. Silver, T. Hubert, J. Schrittwieser, I. Antonoglou, M. Lai, A. Guez, M. Lanctot, L. Sifre, D. Kumaran, T. Graepel, et al. (2017) Mastering chess and shogi by self-play with a general reinforcement learning algorithm. arXiv preprint arXiv:1712.01815. Cited by: §2.	#S2.p3.1	arxiv-html:ltx_bibitem
DGM	bib.bib123	A. Singh, J. D. Co-Reyes, R. Agarwal, A. Anand, P. Patil, X. Garcia, P. J. Liu, J. Harrison, J. Lee, K. Xu, et al. (2023) Beyond human data: scaling self-training for problem-solving with language models. arXiv preprint arXiv:2312.06585. Cited by: §2.	#S2.p3.1	arxiv-html:ltx_bibitem
DGM	bib.bib121	J. Skalse, N. Howe, D. Krasheninnikov, and D. Krueger (2022) Defining and characterizing reward gaming. Advances in Neural Information Processing Systems 35, pp. 9460–9471. Cited by: Appendix H.	#A8.p8.1	arxiv-html:ltx_bibitem
DGM	bib.bib45	K. O. Stanley, J. Lehman, and L. Soros (2017) Open-endedness: The last grand challenge you’ve never heard of. While open-endedness could be a force for discovering intelligence, it could also be a component of AI itself. Cited by: §2.	#S2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib26	K. O. Stanley and J. Lehman (2015) Why greatness cannot be planned: The myth of the objective. Springer. Cited by: §3, §4.3.	#S3.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib120	M. Strathern (1997) ‘Improving ratings’: audit in the British University system. European review 5 (3), pp. 305–321. Cited by: Appendix H.	#A8.p8.1	arxiv-html:ltx_bibitem
DGM	bib.bib164	J. Su, Y. Xia, R. Shi, J. Wang, J. Huang, Y. Wang, T. Shi, Y. Jingsong, and L. He (2025) DebFlow: automating agent creation via agent debate. arXiv preprint arXiv:2503.23781. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib82	S. Sudhakaran, M. González-Duque, M. Freiberger, C. Glanois, E. Najarro, and S. Risi (2023) Mariogpt: Open-ended text2level generation through large language models. Advances in Neural Information Processing Systems 36, pp. 54213–54227. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib125	O. Team, A. Jaech, A. Kalai, A. Lerer, A. Richardson, A. El-Kishky, A. Low, A. Helyar, A. Madry, A. Beutel, A. Carney, et al. (2024) Openai o1 system card. arXiv preprint arXiv:2412.16720. Cited by: §C.3.	#A3.SS3.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib34	A. Vaswani, N. Shazeer, N. Parmar, J. Uszkoreit, L. Jones, A. N. Gomez, Ł. Kaiser, and I. Polosukhin (2017) Attention is all you need. Advances in neural information processing systems 30. Cited by: §1.	#S1.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib80	G. Wang, Y. Xie, Y. Jiang, A. Mandlekar, C. Xiao, Y. Zhu, L. Fan, and A. Anandkumar (2023a) Voyager: An open-ended embodied agent with large language models. arXiv preprint arXiv:2305.16291. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib75	R. Wang, K. Xue, Y. Wang, P. Yang, H. Fu, Q. Fu, and C. Qian (2023b) Diversity from human feedback. arXiv preprint arXiv:2310.06648. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib40	R. Wang, J. Lehman, J. Clune, and K. O. Stanley (2019) Paired open-ended trailblazer (poet): Endlessly generating increasingly complex and diverse learning environments and their solutions. arXiv preprint arXiv:1901.01753. Cited by: §1.	#S1.p3.1	arxiv-html:ltx_bibitem
DGM	bib.bib33	X. Wang, B. Li, Y. Song, F. F. Xu, X. Tang, M. Zhuge, J. Pan, Y. Song, B. Li, J. Singh, et al. (2024) Openhands: An open platform for ai software developers as generalist agents. In The Thirteenth International Conference on Learning Representations, Cited by: §E.4.	#A5.SS4.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib178	Y. Wang, Z. Xian, F. Chen, T. Wang, Y. Wang, K. Fragkiadaki, Z. Erickson, D. Held, and C. Gan (2023c) Robogen: towards unleashing infinite data for automated robot learning via generative simulation. arXiv preprint arXiv:2311.01455. Cited by: §6.	#S6.p3.1	arxiv-html:ltx_bibitem
DGM	bib.bib1	J. Wei, X. Wang, D. Schuurmans, M. Bosma, F. Xia, E. Chi, Q. V. Le, D. Zhou, et al. (2022) Chain-of-thought prompting elicits reasoning in large language models. Advances in neural information processing systems 35, pp. 24824–24837. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib176	M. Wiering and J. Schmidhuber (1997) HQ-learning. Adaptive behavior 6 (2), pp. 219–246. Cited by: Appendix B.	#A2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib191	S. Wright (1932) The roles of mutation, inbreeding, crossbreeding and selection in evolution, proceedings of the sixth international congress of genetics. proc sixth int congr genet [internet]. New York356366. Cited by: Appendix B.	#A2.p3.1	arxiv-html:ltx_bibitem
DGM	bib.bib142	C. S. Xia, Y. Deng, S. Dunn, and L. Zhang (2024) Agentless: demystifying llm-based software engineering agents. arXiv preprint arXiv:2407.01489. Cited by: §4.2.	#S4.SS2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib195	J. Yang, C. E. Jimenez, A. Wettig, K. Lieret, S. Yao, K. R. Narasimhan, and O. Press (2024) SWE-agent: agent-computer interfaces enable automated software engineering. In The Thirty-eighth Annual Conference on Neural Information Processing Systems, External Links: Link Cited by: Appendix J.	https://arxiv.org/abs/2405.15793	arxiv-html:ltx_bibitem
DGM	bib.bib98	S. Yao, J. Zhao, D. Yu, N. Du, I. Shafran, K. Narasimhan, and Y. Cao (2023) React: Synergizing reasoning and acting in language models. In International Conference on Learning Representations (ICLR), Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib161	R. Ye, S. Tang, R. Ge, Y. Du, Z. Yin, S. Chen, and J. Shao (2025) Mas-gpt: training llms to build llm-based multi-agent systems. arXiv preprint arXiv:2503.03686. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib107	X. Yin, X. Wang, L. Pan, X. Wan, and W. Y. Wang (2024) G\\backslash" odel Agent: A Self-Referential Agent Framework for Recursive Self-Improvement. arXiv preprint arXiv:2410.04444. Cited by: §2, §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib131	S. Yuan, K. Song, J. Chen, X. Tan, D. Li, and D. Yang (2024) EvoAgent: towards automatic multi-agent generation via evolutionary algorithms. arXiv preprint arXiv:2406.14228. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib4	E. Yudkowsky et al. (2008) Artificial Intelligence as a positive and negative factor in global risk. Global catastrophic risks 1 (303), pp. 184. Cited by: §5.	#S5.p4.1	arxiv-html:ltx_bibitem
DGM	bib.bib130	M. Yuksekgonul, F. Bianchi, J. Boen, S. Liu, Z. Huang, C. Guestrin, and J. Zou (2024) Textgrad: automatic" differentiation" via text. arXiv preprint arXiv:2406.07496. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib137	E. Zelikman, G. Harik, Y. Shao, V. Jayasiri, N. Haber, and N. D. Goodman (2024a) Quiet-star: language models can teach themselves to think before speaking. arXiv preprint arXiv:2403.09629. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib99	E. Zelikman, E. Lorch, L. Mackey, and A. T. Kalai (2024b) Self-taught optimizer (stop): Recursively self-improving code generation. In First Conference on Language Modeling, Cited by: §2.	#S2.p3.1	arxiv-html:ltx_bibitem
DGM	bib.bib141	D. Zhang, S. Zhoubian, Z. Hu, Y. Yue, Y. Dong, and J. Tang (2024a) Rest-mcts*: llm self-training via process reward guided tree search. Advances in Neural Information Processing Systems 37, pp. 64735–64772. Cited by: §4.2.	#S4.SS2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib134	G. Zhang, L. Niu, J. Fang, K. Wang, L. Bai, and X. Wang (2025a) Multi-agent architecture search via agentic supernet. arXiv preprint arXiv:2502.04180. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib24	J. Zhang, J. Lehman, K. Stanley, and J. Clune (2024b) OMNI: Open-endedness via Models of human Notions of Interestingness. In The Twelfth International Conference on Learning Representations, External Links: Link Cited by: Appendix B, Appendix H, §2, §3, §4.3.	https://openreview.net/forum?id=AgM3MzT99c	arxiv-html:ltx_bibitem
DGM	bib.bib9	J. Zhang, J. Xiang, Z. Yu, F. Teng, X. Chen, J. Chen, M. Zhuge, X. Cheng, S. Hong, J. Wang, et al. (2024c) Aflow: Automating agentic workflow generation. arXiv preprint arXiv:2410.10762. Cited by: §2, §3.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib165	Y. Zhang, Y. Hou, B. Tang, S. Chen, M. Zhang, X. Dong, and S. Chen (2025b) GNNs as predictors of agentic workflow performances. arXiv preprint arXiv:2503.11301. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
DGM	bib.bib140	Y. Zhang, H. Ruan, Z. Fan, and A. Roychoudhury (2024d) Autocoderover: autonomous program improvement. In Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis, pp. 1592–1604. Cited by: §4.2.	#S4.SS2.p1.1	arxiv-html:ltx_bibitem
DGM	bib.bib105	W. Zhong, L. Guo, Q. Gao, H. Ye, and Y. Wang (2024) Memorybank: Enhancing large language models with long-term memory. In Proceedings of the AAAI Conference on Artificial Intelligence, Vol. 38, pp. 19724–19731. Cited by: §2.	#S2.p2.1	arxiv-html:ltx_bibitem
