source_path_percent_encoded	disposition_percent_encoded	destination	note
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fcorebench.tsv	rewritten	evidence/weng/receipts/corebench.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fdemoevolve.tsv	rewritten	evidence/weng/receipts/demoevolve.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fdgm.tsv	rewritten	evidence/weng/receipts/dgm.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fepistemic-discovery.tsv	rewritten	evidence/weng/receipts/epistemic-discovery.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Ffunsearch.tsv	rewritten	evidence/weng/receipts/funsearch.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fgepa.tsv	rewritten	evidence/weng/receipts/gepa.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fgodel-machine.tsv	rewritten	evidence/weng/receipts/godel-machine.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fgood-1965.tsv	rewritten	evidence/weng/receipts/good-1965.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fgpt5-science.tsv	rewritten	evidence/weng/receipts/gpt5-science.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fharness-disentangle.tsv	rewritten	evidence/weng/receipts/harness-disentangle.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fhyperagents.tsv	rewritten	evidence/weng/receipts/hyperagents.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fkarpathy-autoresearch.tsv	rewritten	evidence/weng/receipts/karpathy-autoresearch.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fkernelbench.tsv	rewritten	evidence/weng/receipts/kernelbench.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Flearning-discover.tsv	rewritten	evidence/weng/receipts/learning-discover.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fmce.tsv	rewritten	evidence/weng/receipts/mce.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fmeta-harness.tsv	rewritten	evidence/weng/receipts/meta-harness.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fmlebench.tsv	rewritten	evidence/weng/receipts/mlebench.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fnot-scientists.tsv	rewritten	evidence/weng/receipts/not-scientists.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fpaperbench.tsv	rewritten	evidence/weng/receipts/paperbench.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fpromptbreeder.tsv	rewritten	evidence/weng/receipts/promptbreeder.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fqd-2016.tsv	rewritten	evidence/weng/receipts/qd-2016.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Frebench.tsv	rewritten	evidence/weng/receipts/rebench.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fscienceagentbench.tsv	rewritten	evidence/weng/receipts/scienceagentbench.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fscientistone.tsv	rewritten	evidence/weng/receipts/scientistone.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fself-harness.tsv	rewritten	evidence/weng/receipts/self-harness.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fself-refine.tsv	rewritten	evidence/weng/receipts/self-refine.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fself-rewarding.tsv	rewritten	evidence/weng/receipts/self-rewarding.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fshinkaevolve.tsv	rewritten	evidence/weng/receipts/shinkaevolve.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fsia.tsv	rewritten	evidence/weng/receipts/sia.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fspin.tsv	rewritten	evidence/weng/receipts/spin.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fstop.tsv	rewritten	evidence/weng/receipts/stop.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fthetaevolve.tsv	rewritten	evidence/weng/receipts/thetaevolve.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fweng-harness.tsv	rewritten	evidence/weng/receipts/weng-harness.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fweng-reward.tsv	rewritten	evidence/weng/receipts/weng-reward.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fyudkowsky-2008.tsv	rewritten	evidence/weng/receipts/yudkowsky-2008.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freferences%2Fabsolute-zero.txt	ported	evidence/weng/references/absolute-zero.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Face.txt	ported	evidence/weng/references/ace.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fadas.txt	ported	evidence/weng/references/adas.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Faflow.txt	ported	evidence/weng/references/aflow.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fahe.txt	ported	evidence/weng/references/ahe.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fai-scientist.txt	ported	evidence/weng/references/ai-scientist.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Falphaevolve.txt	ported	evidence/weng/references/alphaevolve.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fasp.txt	ported	evidence/weng/references/asp.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fautodata.txt	ported	evidence/weng/references/autodata.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fconcrete-safety.txt	ported	evidence/weng/references/concrete-safety.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fcontinual-harness.txt	ported	evidence/weng/references/continual-harness.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fcorebench.txt	ported	evidence/weng/references/corebench.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fdemoevolve.txt	ported	evidence/weng/references/demoevolve.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fdgm.txt	ported	evidence/weng/references/dgm.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fepistemic-discovery.txt	ported	evidence/weng/references/epistemic-discovery.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Ffunsearch.txt	ported	evidence/weng/references/funsearch.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fgepa.txt	ported	evidence/weng/references/gepa.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fgodel-machine.txt	ported	evidence/weng/references/godel-machine.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fgpt5-science.txt	ported	evidence/weng/references/gpt5-science.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fharness-disentangle.txt	ported	evidence/weng/references/harness-disentangle.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fhyperagents.txt	ported	evidence/weng/references/hyperagents.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fkernelbench.txt	ported	evidence/weng/references/kernelbench.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Flearning-discover.txt	ported	evidence/weng/references/learning-discover.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fmce.txt	ported	evidence/weng/references/mce.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fmeta-harness.txt	ported	evidence/weng/references/meta-harness.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fmlebench.txt	ported	evidence/weng/references/mlebench.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fnot-scientists.txt	ported	evidence/weng/references/not-scientists.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fpaperbench.txt	ported	evidence/weng/references/paperbench.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fpromptbreeder.txt	ported	evidence/weng/references/promptbreeder.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fqd-2016.txt	ported	evidence/weng/references/qd-2016.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Frebench.txt	ported	evidence/weng/references/rebench.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fscienceagentbench.txt	ported	evidence/weng/references/scienceagentbench.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fscientistone.txt	ported	evidence/weng/references/scientistone.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fself-harness.txt	ported	evidence/weng/references/self-harness.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fself-refine.txt	ported	evidence/weng/references/self-refine.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fself-rewarding.txt	ported	evidence/weng/references/self-rewarding.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fshinkaevolve.txt	ported	evidence/weng/references/shinkaevolve.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fsia.txt	ported	evidence/weng/references/sia.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fspin.txt	ported	evidence/weng/references/spin.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstop.txt	ported	evidence/weng/references/stop.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fabsolute-zero.tsv	ported	evidence/weng/references/structured/absolute-zero.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fahe.tsv	ported	evidence/weng/references/structured/ahe.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Falphaevolve.tsv	ported	evidence/weng/references/structured/alphaevolve.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fasp.tsv	ported	evidence/weng/references/structured/asp.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fautodata.tsv	ported	evidence/weng/references/structured/autodata.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fconcrete-safety.tsv	ported	evidence/weng/references/structured/concrete-safety.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fcontinual-harness.tsv	ported	evidence/weng/references/structured/continual-harness.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fcorebench.tsv	ported	evidence/weng/references/structured/corebench.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fdemoevolve.tsv	ported	evidence/weng/references/structured/demoevolve.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fdgm.tsv	ported	evidence/weng/references/structured/dgm.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fepistemic-discovery.tsv	ported	evidence/weng/references/structured/epistemic-discovery.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fgpt5-science.tsv	ported	evidence/weng/references/structured/gpt5-science.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fharness-disentangle.tsv	ported	evidence/weng/references/structured/harness-disentangle.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fkernelbench.tsv	ported	evidence/weng/references/structured/kernelbench.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Flearning-discover.tsv	ported	evidence/weng/references/structured/learning-discover.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fmce.tsv	ported	evidence/weng/references/structured/mce.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fmeta-harness.tsv	ported	evidence/weng/references/structured/meta-harness.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fnot-scientists.tsv	ported	evidence/weng/references/structured/not-scientists.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fpromptbreeder.tsv	ported	evidence/weng/references/structured/promptbreeder.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fscienceagentbench.tsv	ported	evidence/weng/references/structured/scienceagentbench.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fscientistone.tsv	ported	evidence/weng/references/structured/scientistone.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fself-harness.tsv	ported	evidence/weng/references/structured/self-harness.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fself-rewarding.tsv	ported	evidence/weng/references/structured/self-rewarding.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fshinkaevolve.tsv	ported	evidence/weng/references/structured/shinkaevolve.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fsia.tsv	ported	evidence/weng/references/structured/sia.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fspin.tsv	ported	evidence/weng/references/structured/spin.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fthetaevolve.tsv	ported	evidence/weng/references/structured/thetaevolve.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fweng-harness.tsv	ported	evidence/weng/references/structured/weng-harness.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fstructured%2Fweng-reward.tsv	ported	evidence/weng/references/structured/weng-reward.tsv	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fthetaevolve.txt	ported	evidence/weng/references/thetaevolve.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fweng-harness.txt	ported	evidence/weng/references/weng-harness.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Freferences%2Fweng-reward.txt	ported	evidence/weng/references/weng-reward.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Frun-receipt.tsv	rewritten	evidence/weng/run-receipt.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Fsources.tsv	rewritten	evidence/weng/sources.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Ftext%2Fabsolute-zero.txt	ported	evidence/weng/text/absolute-zero.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Face.txt	ported	evidence/weng/text/ace.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fadas.txt	ported	evidence/weng/text/adas.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Faflow.txt	ported	evidence/weng/text/aflow.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fahe.txt	ported	evidence/weng/text/ahe.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fai-scientist.txt	ported	evidence/weng/text/ai-scientist.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Falphaevolve.txt	ported	evidence/weng/text/alphaevolve.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fanthropic-rsi.txt	ported	evidence/weng/text/anthropic-rsi.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fasp.txt	ported	evidence/weng/text/asp.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fautodata.txt	ported	evidence/weng/text/autodata.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fconcrete-safety.txt	ported	evidence/weng/text/concrete-safety.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fcontinual-harness.txt	ported	evidence/weng/text/continual-harness.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fcorebench.txt	ported	evidence/weng/text/corebench.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fdemoevolve.txt	ported	evidence/weng/text/demoevolve.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fdgm.txt	ported	evidence/weng/text/dgm.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fepistemic-discovery.txt	ported	evidence/weng/text/epistemic-discovery.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Ffunsearch.txt	ported	evidence/weng/text/funsearch.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fgepa.txt	ported	evidence/weng/text/gepa.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fgodel-machine.txt	ported	evidence/weng/text/godel-machine.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fgood-1965.txt	ported	evidence/weng/text/good-1965.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fgpt5-science.txt	ported	evidence/weng/text/gpt5-science.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fharness-disentangle.txt	ported	evidence/weng/text/harness-disentangle.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fhyperagents.txt	ported	evidence/weng/text/hyperagents.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fkarpathy-autoresearch.txt	ported	evidence/weng/text/karpathy-autoresearch.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fkernelbench.txt	ported	evidence/weng/text/kernelbench.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Flearning-discover.txt	ported	evidence/weng/text/learning-discover.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fmce.txt	ported	evidence/weng/text/mce.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fmeta-harness.txt	ported	evidence/weng/text/meta-harness.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fmlebench.txt	ported	evidence/weng/text/mlebench.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fnot-scientists.txt	ported	evidence/weng/text/not-scientists.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fpaperbench.txt	ported	evidence/weng/text/paperbench.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fpromptbreeder.txt	ported	evidence/weng/text/promptbreeder.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fqd-2016.txt	ported	evidence/weng/text/qd-2016.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Frebench.txt	ported	evidence/weng/text/rebench.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fscienceagentbench.txt	ported	evidence/weng/text/scienceagentbench.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fscientistone.txt	ported	evidence/weng/text/scientistone.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fself-harness.txt	ported	evidence/weng/text/self-harness.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fself-refine.txt	ported	evidence/weng/text/self-refine.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fself-rewarding.txt	ported	evidence/weng/text/self-rewarding.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fshinkaevolve.txt	ported	evidence/weng/text/shinkaevolve.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fsia.txt	ported	evidence/weng/text/sia.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fspin.txt	ported	evidence/weng/text/spin.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fstop.txt	ported	evidence/weng/text/stop.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fthetaevolve.txt	ported	evidence/weng/text/thetaevolve.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fweng-harness.txt	ported	evidence/weng/text/weng-harness.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fweng-reward.txt	ported	evidence/weng/text/weng-reward.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Ftext%2Fyudkowsky-2008.txt	ported	evidence/weng/text/yudkowsky-2008.txt	captured bytes preserved
third_party%2Fsicp-2e%2FLICENSE.txt	ported	evidence/sicp/LICENSE.txt	captured bytes preserved
third_party%2Fsicp-2e%2F%54%41%52%4F%43%43%4F_PROVENANCE.md	rewritten	evidence/sicp/PROVENANCE.md	Harp paths and metadata
third_party%2Fsicp-2e%2Fmanifest.tsv	rewritten	evidence/sicp/manifest.tsv	Harp paths and metadata
third_party%2Fsicp-2e%2Fsicp.pdf	ported	evidence/sicp/sicp.pdf	captured bytes preserved
